age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp.var.rate,cons.conf.idx,euribor3m,nr.employed
41,,,,,,,,4,,1.4,-36.1,4.964,5228.1
34,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
55,,,,,,,,2,,-2.9,-33.6,1.085,5076.2
54,,,,,,,,2,,1.4,-42.7,4.955,5228.1
59,,,,,,,,1,,1.4,-42.7,4.961,5228.1
26,,,,,,,,2,,1.1,-36.4,4.857,5191.0
32,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
27,,,,,,,,2,,1.4,-42.7,4.968,5228.1
51,,,,,,,,6,,1.1,-36.4,4.856,5191.0
24,,,,,,,,1,,1.4,-42.7,4.963,5228.1
56,,,,,,,,1,,1.4,-41.8,4.962,5228.1
39,,,,,,,,1,,-1.8,-46.2,1.334,5099.1
30,,,,,,,,10,,1.4,-42.7,4.96,5228.1
32,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
39,,,,,,,,3,,-1.8,-47.1,1.41,5099.1
42,,,,,,,,4,,1.4,-36.1,4.962,5228.1
56,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
49,,,,,,,,1,,1.4,-36.1,4.968,5228.1
48,,,,,,,,5,,1.4,-41.8,4.864,5228.1
35,,,,,,,,1,,1.1,-36.4,4.86,5191.0
47,,,,,,,,9,,1.4,-36.1,4.965,5228.1
37,,,,,,,,13,,1.4,-42.7,4.961,5228.1
58,,,,,,,,1,,1.4,-36.1,4.968,5228.1
37,,,,,,,,19,,1.4,-42.7,4.961,5228.1
25,,,,,,,,1,,1.4,-42.7,4.963,5228.1
38,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
19,,,,,,,,5,,-1.1,-37.5,0.879,4963.6
37,,,,,,,,8,,1.4,-42.7,4.96,5228.1
51,,,,,,,,1,,1.1,-36.4,4.857,5191.0
24,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
32,,,,,,,,4,,-1.8,-40.0,0.684,5008.7
31,,,,,,,,1,,-0.1,-42.0,4.733,5195.8
24,,,,,,,,1,,-3.4,-29.8,0.788,5017.5
39,,,,,,,,1,,1.1,-36.4,4.855,5191.0
26,,,,,,,,1,,-1.8,-40.0,0.699,5008.7
29,,,,,,,,1,,1.4,-36.1,4.963,5228.1
58,,,,,,,,1,,-1.1,-37.5,0.879,4963.6
41,,,,,,,,2,,-1.8,-47.1,1.41,5099.1
27,,,,,,,,1,,-1.8,-47.1,1.445,5099.1
29,,,,,,,,1,,-1.7,-39.8,0.702,4991.6
40,,,,,,,,1,,1.4,-42.7,4.962,5228.1
37,,,,,,,,1,,1.4,-42.7,4.961,5228.1
25,,,,,,,,1,,-1.1,-50.8,1.041,4963.6
54,,,,,,,,1,,1.1,-36.4,4.857,5191.0
44,,,,,,,,3,,-0.1,-42.0,4.021,5195.8
46,,,,,,,,1,,1.4,-42.7,4.961,5228.1
54,,,,,,,,2,,1.4,-42.7,4.962,5228.1
52,,,,,,,,1,,1.4,-41.8,4.96,5228.1
40,,,,,,,,1,,1.4,-42.7,4.962,5228.1
43,,,,,,,,1,,1.4,-42.7,4.96,5228.1
46,,,,,,,,1,,-1.1,-50.8,1.046,4963.6
35,,,,,,,,1,,1.1,-36.4,4.856,5191.0
29,,,,,,,,1,,-1.8,-47.1,1.445,5099.1
31,,,,,,,,2,,-1.7,-38.3,0.898,4991.6
37,,,,,,,,3,,1.1,-36.4,4.855,5191.0
42,,,,,,,,3,,1.4,-36.1,4.965,5228.1
33,,,,,,,,1,,1.4,-36.1,4.964,5228.1
47,,,,,,,,7,,1.1,-36.4,4.864,5191.0
33,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
42,,,,,,,,2,,-1.8,-47.1,1.466,5099.1
40,,,,,,,,1,,-1.7,-40.3,0.896,4991.6
57,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
51,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
27,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
43,,,,,,,,1,,1.1,-36.4,4.856,5191.0
53,,,,,,,,1,,-2.9,-40.8,1.262,5076.2
49,,,,,,,,10,,1.1,-36.4,4.857,5191.0
55,,,,,,,,1,,1.4,-41.8,4.962,5228.1
33,,,,,,,,7,,1.4,-42.7,4.958,5228.1
29,,,,,,,,5,,1.4,-41.8,4.959,5228.1
38,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
46,,,,,,,,1,,1.4,-41.8,4.961,5228.1
40,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
43,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
42,,,,,,,,1,,1.4,-41.8,4.866,5228.1
51,,,,,,,,2,,1.4,-42.7,4.962,5228.1
33,,,,,,,,3,,1.4,-41.8,4.866,5228.1
49,,,,,,,,1,,1.1,-36.4,4.857,5191.0
59,,,,,,,,3,,1.4,-42.7,4.962,5228.1
39,,,,,,,,1,,1.4,-42.7,4.958,5228.1
37,,,,,,,,3,,1.4,-41.8,4.961,5228.1
34,,,,,,,,1,,1.4,-42.7,4.968,5228.1
43,,,,,,,,1,,1.4,-42.7,4.962,5228.1
29,,,,,,,,1,,1.1,-36.4,4.856,5191.0
25,,,,,,,,5,,-1.8,-46.2,1.244,5099.1
30,,,,,,,,11,,1.4,-42.7,4.958,5228.1
34,,,,,,,,1,,-1.8,-46.2,1.327,5099.1
28,,,,,,,,2,,1.4,-42.7,4.962,5228.1
32,,,,,,,,2,,1.4,-42.7,4.963,5228.1
49,,,,,,,,2,,1.1,-36.4,4.86,5191.0
45,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
32,,,,,,,,2,,1.1,-36.4,4.855,5191.0
55,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
53,,,,,,,,4,,1.4,-42.7,4.957,5228.1
35,,,,,,,,3,,1.1,-36.4,4.857,5191.0
46,,,,,,,,2,,1.1,-36.4,4.856,5191.0
42,,,,,,,,6,,1.4,-42.7,4.96,5228.1
33,,,,,,,,17,,1.4,-42.7,4.963,5228.1
48,,,,,,,,4,,-1.8,-40.0,0.672,5008.7
38,,,,,,,,1,,1.1,-36.4,4.859,5191.0
52,,,,,,,,6,,1.4,-36.1,4.965,5228.1
35,,,,,,,,1,,1.4,-36.1,4.968,5228.1
37,,,,,,,,3,,1.4,-36.1,4.963,5228.1
38,,,,,,,,1,,-2.9,-31.4,0.821,5076.2
25,,,,,,,,3,,1.4,-42.7,4.963,5228.1
41,,,,,,,,2,,1.4,-42.7,4.962,5228.1
52,,,,,,,,9,,1.4,-42.7,4.962,5228.1
46,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
48,,,,,,,,1,,1.1,-36.4,4.855,5191.0
34,,,,,,,,1,,1.1,-36.4,4.859,5191.0
57,,,,,,,,2,,1.1,-36.4,4.857,5191.0
40,,,,,,,,6,,-0.1,-42.0,4.076,5195.8
40,,,,,,,,2,,1.4,-41.8,4.959,5228.1
39,,,,,,,,1,,1.1,-36.4,4.856,5191.0
52,,,,,,,,3,,1.4,-42.7,4.96,5228.1
29,,,,,,,,1,,1.1,-36.4,4.858,5191.0
47,,,,,,,,1,,1.4,-36.1,4.963,5228.1
37,,,,,,,,2,,-1.8,-46.2,1.313,5099.1
28,,,,,,,,1,,-3.4,-26.9,0.742,5017.5
28,,,,,,,,2,,1.4,-42.7,4.962,5228.1
35,,,,,,,,2,,1.1,-36.4,4.857,5191.0
38,,,,,,,,1,,-1.8,-47.1,1.41,5099.1
27,,,,,,,,2,,1.1,-36.4,4.856,5191.0
24,,,,,,,,2,,1.1,-36.4,4.858,5191.0
41,,,,,,,,4,,1.4,-36.1,4.965,5228.1
37,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
50,,,,,,,,2,,1.1,-36.4,4.86,5191.0
35,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
53,,,,,,,,2,,-1.8,-46.2,1.354,5099.1
29,,,,,,,,2,,1.4,-42.7,4.962,5228.1
32,,,,,,,,1,,-1.8,-46.2,1.327,5099.1
33,,,,,,,,1,,1.4,-36.1,4.964,5228.1
46,,,,,,,,1,,1.4,-42.7,4.962,5228.1
51,,,,,,,,1,,1.1,-36.4,4.858,5191.0
46,,,,,,,,1,,1.1,-36.4,4.857,5191.0
31,,,,,,,,1,,1.4,-42.7,4.963,5228.1
32,,,,,,,,3,,1.1,-36.4,4.855,5191.0
43,,,,,,,,2,,1.4,-42.7,4.962,5228.1
58,,,,,,,,4,,1.4,-42.7,4.962,5228.1
46,,,,,,,,6,,-2.9,-31.4,0.869,5076.2
40,,,,,,,,6,,1.4,-41.8,4.864,5228.1
58,,,,,,,,1,,1.1,-36.4,4.856,5191.0
46,,,,,,,,2,,1.4,-41.8,4.866,5228.1
28,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
54,,,,,,,,1,,1.1,-36.4,4.859,5191.0
29,,,,,,,,1,,-1.8,-34.6,0.645,5008.7
56,,,,,,,,5,,1.1,-36.4,4.86,5191.0
42,,,,,,,,11,,1.4,-36.1,4.964,5228.1
36,,,,,,,,1,,-3.4,-30.1,0.715,5017.5
33,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
32,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
37,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
43,,,,,,,,1,,1.1,-36.4,4.86,5191.0
44,,,,,,,,1,,1.1,-36.4,4.856,5191.0
58,,,,,,,,6,,1.4,-41.8,4.959,5228.1
25,,,,,,,,1,,-3.4,-29.8,0.809,5017.5
38,,,,,,,,2,,-1.8,-46.2,1.244,5099.1
40,,,,,,,,3,,1.4,-42.7,4.968,5228.1
32,,,,,,,,4,,1.4,-42.7,4.962,5228.1
30,,,,,,,,1,,1.4,-42.7,4.963,5228.1
46,,,,,,,,2,,1.4,-41.8,4.967,5228.1
30,,,,,,,,4,,1.4,-41.8,4.961,5228.1
29,,,,,,,,4,,-1.8,-50.0,1.663,5099.1
40,,,,,,,,1,,1.1,-36.4,4.856,5191.0
48,,,,,,,,6,,-1.8,-46.2,1.334,5099.1
44,,,,,,,,2,,1.4,-42.7,4.962,5228.1
34,,,,,,,,4,,-1.8,-40.0,0.692,5008.7
34,,,,,,,,1,,1.1,-36.4,4.857,5191.0
45,,,,,,,,1,,-1.8,-46.2,1.27,5099.1
45,,,,,,,,1,,-3.4,-30.1,0.715,5017.5
30,,,,,,,,3,,-1.8,-46.2,1.291,5099.1
31,,,,,,,,3,,1.4,-42.7,4.962,5228.1
24,,,,,,,,5,,-1.7,-38.3,0.905,4991.6
39,,,,,,,,3,,1.1,-36.4,4.857,5191.0
51,,,,,,,,1,,-3.4,-26.9,0.737,5017.5
32,,,,,,,,5,,1.4,-42.7,4.963,5228.1
43,,,,,,,,1,,-3.4,-30.1,0.714,5017.5
47,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
34,,,,,,,,1,,1.4,-36.1,4.963,5228.1
33,,,,,,,,1,,1.1,-36.4,4.859,5191.0
35,,,,,,,,2,,-1.8,-46.2,1.327,5099.1
36,,,,,,,,2,,1.1,-36.4,4.859,5191.0
25,,,,,,,,1,,-1.8,-47.1,1.445,5099.1
36,,,,,,,,29,,1.4,-42.7,4.963,5228.1
46,,,,,,,,2,,1.4,-42.7,4.963,5228.1
56,,,,,,,,2,,1.4,-42.7,4.961,5228.1
29,,,,,,,,1,,-1.8,-46.2,1.281,5099.1
36,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
32,,,,,,,,2,,-1.1,-37.5,0.88,4963.6
46,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
52,,,,,,,,1,,1.4,-41.8,4.961,5228.1
59,,,,,,,,2,,1.4,-42.7,4.958,5228.1
36,,,,,,,,2,,1.4,-42.7,4.961,5228.1
40,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
42,,,,,,,,2,,1.4,-36.1,4.963,5228.1
25,,,,,,,,2,,-2.9,-40.8,1.286,5076.2
25,,,,,,,,7,,1.4,-41.8,4.959,5228.1
38,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
47,,,,,,,,1,,1.4,-42.7,4.96,5228.1
44,,,,,,,,1,,-0.2,-45.9,3.053,5176.3
29,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
34,,,,,,,,1,,1.4,-36.1,4.966,5228.1
39,,,,,,,,6,,-1.8,-46.2,1.266,5099.1
30,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
28,,,,,,,,7,,1.1,-36.4,4.859,5191.0
47,,,,,,,,2,,1.4,-36.1,4.968,5228.1
41,,,,,,,,2,,1.1,-36.4,4.857,5191.0
33,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
83,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
42,,,,,,,,1,,1.1,-36.4,4.857,5191.0
50,,,,,,,,3,,-1.8,-46.2,1.334,5099.1
41,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
28,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
38,,,,,,,,2,,1.1,-36.4,4.864,5191.0
30,,,,,,,,2,,1.4,-42.7,4.963,5228.1
26,,,,,,,,1,,-1.8,-50.0,1.538,5099.1
43,,,,,,,,6,,-1.8,-46.2,1.299,5099.1
64,,,,,,,,3,,-2.9,-31.4,0.849,5076.2
32,,,,,,,,1,,1.1,-36.4,4.855,5191.0
53,,,,,,,,1,,-3.0,-33.0,0.706,5023.5
36,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
52,,,,,,,,10,,1.4,-42.7,4.962,5228.1
35,,,,,,,,1,,-1.8,-46.2,1.281,5099.1
38,,,,,,,,1,,1.4,-42.7,4.962,5228.1
29,,,,,,,,1,,1.4,-42.7,4.958,5228.1
71,,,,,,,,8,,-1.8,-34.6,0.645,5008.7
33,,,,,,,,1,,-1.8,-34.8,0.646,5008.7
33,,,,,,,,4,,1.4,-36.1,4.965,5228.1
51,,,,,,,,3,,-1.8,-47.1,1.435,5099.1
36,,,,,,,,1,,1.1,-36.4,4.855,5191.0
40,,,,,,,,3,,1.4,-36.1,4.966,5228.1
33,,,,,,,,1,,1.1,-36.4,4.857,5191.0
38,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
37,,,,,,,,2,,-1.8,-46.2,1.313,5099.1
28,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
30,,,,,,,,1,,1.4,-36.1,4.963,5228.1
38,,,,,,,,2,,-1.8,-50.0,1.687,5099.1
26,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
35,,,,,,,,4,,1.1,-36.4,4.857,5191.0
46,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
42,,,,,,,,2,,1.4,-41.8,4.961,5228.1
29,,,,,,,,1,,1.4,-42.7,4.963,5228.1
24,,,,,,,,3,,1.4,-42.7,4.962,5228.1
26,,,,,,,,1,,1.4,-42.7,4.962,5228.1
58,,,,,,,,2,,1.1,-36.4,4.857,5191.0
48,,,,,,,,4,,1.4,-42.7,4.961,5228.1
31,,,,,,,,1,,-2.9,-31.4,0.873,5076.2
29,,,,,,,,1,,1.1,-36.4,4.856,5191.0
31,,,,,,,,2,,1.4,-41.8,4.961,5228.1
34,,,,,,,,1,,1.1,-36.4,4.857,5191.0
47,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
49,,,,,,,,8,,1.4,-36.1,4.963,5228.1
48,,,,,,,,3,,1.4,-36.1,4.964,5228.1
34,,,,,,,,3,,1.4,-36.1,4.966,5228.1
55,,,,,,,,2,,-0.1,-42.0,4.153,5195.8
33,,,,,,,,7,,1.4,-36.1,4.966,5228.1
29,,,,,,,,4,,-1.8,-46.2,1.299,5099.1
38,,,,,,,,1,,1.4,-42.7,4.966,5228.1
43,,,,,,,,2,,1.4,-36.1,4.966,5228.1
47,,,,,,,,2,,-1.8,-47.1,1.365,5099.1
29,,,,,,,,7,,1.4,-42.7,4.96,5228.1
37,,,,,,,,2,,1.4,-42.7,4.963,5228.1
40,,,,,,,,11,,1.4,-42.7,4.963,5228.1
26,,,,,,,,11,,1.4,-41.8,4.864,5228.1
25,,,,,,,,5,,-1.8,-46.2,1.266,5099.1
32,,,,,,,,1,,1.1,-36.4,4.857,5191.0
34,,,,,,,,2,,1.1,-36.4,4.857,5191.0
36,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
42,,,,,,,,1,,1.4,-36.1,4.963,5228.1
39,,,,,,,,2,,1.1,-36.4,4.86,5191.0
43,,,,,,,,2,,1.4,-41.8,4.96,5228.1
32,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
33,,,,,,,,5,,1.1,-36.4,4.864,5191.0
41,,,,,,,,1,,1.4,-42.7,4.96,5228.1
49,,,,,,,,3,,1.4,-36.1,4.964,5228.1
29,,,,,,,,4,,-1.8,-47.1,1.41,5099.1
45,,,,,,,,1,,1.1,-36.4,4.858,5191.0
30,,,,,,,,2,,1.1,-36.4,4.855,5191.0
36,,,,,,,,1,,1.4,-42.7,4.963,5228.1
37,,,,,,,,7,,-0.1,-42.0,4.021,5195.8
45,,,,,,,,5,,-0.1,-42.0,4.153,5195.8
31,,,,,,,,4,,1.4,-36.1,4.966,5228.1
28,,,,,,,,1,,1.1,-36.4,4.859,5191.0
32,,,,,,,,4,,1.1,-36.4,4.86,5191.0
32,,,,,,,,3,,1.4,-42.7,4.96,5228.1
29,,,,,,,,1,,-1.8,-46.2,1.25,5099.1
36,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
25,,,,,,,,1,,1.4,-42.7,4.962,5228.1
41,,,,,,,,3,,1.1,-36.4,4.856,5191.0
58,,,,,,,,3,,1.4,-42.7,4.968,5228.1
31,,,,,,,,2,,1.4,-42.7,4.963,5228.1
31,,,,,,,,1,,1.4,-36.1,4.967,5228.1
23,,,,,,,,5,,-1.8,-46.2,1.25,5099.1
55,,,,,,,,3,,1.4,-42.7,4.962,5228.1
40,,,,,,,,1,,1.4,-36.1,4.967,5228.1
21,,,,,,,,1,,1.4,-42.7,4.957,5228.1
33,,,,,,,,4,,-1.8,-46.2,1.266,5099.1
34,,,,,,,,2,,1.4,-42.7,4.968,5228.1
36,,,,,,,,3,,-1.8,-46.2,1.313,5099.1
32,,,,,,,,4,,1.4,-36.1,4.966,5228.1
30,,,,,,,,4,,1.4,-36.1,4.963,5228.1
26,,,,,,,,10,,1.4,-42.7,4.963,5228.1
41,,,,,,,,4,,-0.1,-42.0,4.191,5195.8
31,,,,,,,,1,,1.4,-36.1,4.964,5228.1
44,,,,,,,,1,,1.1,-36.4,4.857,5191.0
46,,,,,,,,2,,-1.8,-47.1,1.41,5099.1
30,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
49,,,,,,,,4,,1.1,-36.4,4.857,5191.0
36,,,,,,,,1,,-1.7,-39.8,0.739,4991.6
53,,,,,,,,6,,-1.7,-40.3,0.899,4991.6
34,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
30,,,,,,,,1,,1.1,-36.4,4.856,5191.0
24,,,,,,,,5,,1.4,-42.7,4.968,5228.1
37,,,,,,,,1,,1.4,-42.7,4.963,5228.1
38,,,,,,,,1,,1.4,-41.8,4.864,5228.1
41,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
46,,,,,,,,2,,-3.0,-33.0,0.715,5023.5
60,,,,,,,,3,,-1.8,-46.2,1.266,5099.1
50,,,,,,,,1,,1.4,-42.7,4.963,5228.1
46,,,,,,,,2,,1.1,-36.4,4.856,5191.0
49,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
51,,,,,,,,2,,1.4,-42.7,4.958,5228.1
33,,,,,,,,2,,1.4,-41.8,4.962,5228.1
42,,,,,,,,1,,1.1,-36.4,4.86,5191.0
27,,,,,,,,2,,1.4,-42.7,4.963,5228.1
35,,,,,,,,4,,-2.9,-31.4,0.869,5076.2
28,,,,,,,,1,,-2.9,-40.8,1.268,5076.2
41,,,,,,,,1,,1.1,-36.4,4.857,5191.0
46,,,,,,,,4,,-0.1,-42.0,4.12,5195.8
36,,,,,,,,1,,-1.8,-34.8,0.655,5008.7
31,,,,,,,,1,,-1.1,-49.5,1.008,4963.6
53,,,,,,,,12,,1.4,-41.8,4.962,5228.1
39,,,,,,,,1,,1.4,-42.7,4.963,5228.1
56,,,,,,,,3,,1.4,-41.8,4.96,5228.1
30,,,,,,,,3,,-2.9,-40.8,1.262,5076.2
32,,,,,,,,2,,1.1,-36.4,4.858,5191.0
36,,,,,,,,3,,1.1,-36.4,4.864,5191.0
39,,,,,,,,1,,1.4,-36.1,4.964,5228.1
47,,,,,,,,2,,-0.1,-42.0,4.153,5195.8
49,,,,,,,,1,,1.4,-42.7,4.957,5228.1
37,,,,,,,,1,,1.4,-41.8,4.961,5228.1
52,,,,,,,,1,,-1.8,-46.2,1.334,5099.1
41,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
33,,,,,,,,2,,1.4,-41.8,4.961,5228.1
28,,,,,,,,1,,-1.8,-46.2,1.291,5099.1
26,,,,,,,,1,,1.4,-42.7,4.957,5228.1
29,,,,,,,,5,,1.4,-41.8,4.864,5228.1
35,,,,,,,,1,,-1.8,-50.0,1.556,5099.1
31,,,,,,,,1,,1.4,-41.8,4.967,5228.1
55,,,,,,,,3,,1.4,-36.1,4.965,5228.1
53,,,,,,,,1,,1.1,-36.4,4.855,5191.0
37,,,,,,,,1,,1.4,-36.1,4.967,5228.1
31,,,,,,,,1,,1.4,-36.1,4.963,5228.1
33,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
58,,,,,,,,4,,1.4,-36.1,4.963,5228.1
29,,,,,,,,1,,-1.8,-46.2,1.244,5099.1
45,,,,,,,,1,,1.1,-36.4,4.857,5191.0
41,,,,,,,,5,,1.4,-36.1,4.963,5228.1
40,,,,,,,,3,,1.1,-36.4,4.859,5191.0
39,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
51,,,,,,,,2,,1.4,-36.1,4.964,5228.1
58,,,,,,,,4,,1.4,-42.7,4.961,5228.1
27,,,,,,,,1,,1.1,-36.4,4.857,5191.0
47,,,,,,,,1,,1.4,-41.8,4.866,5228.1
43,,,,,,,,4,,1.1,-36.4,4.855,5191.0
31,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
46,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
27,,,,,,,,3,,1.4,-42.7,4.962,5228.1
30,,,,,,,,1,,-1.8,-34.8,0.655,5008.7
31,,,,,,,,1,,-2.9,-31.4,0.873,5076.2
41,,,,,,,,1,,1.4,-42.7,4.957,5228.1
35,,,,,,,,15,,1.4,-41.8,4.96,5228.1
37,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
28,,,,,,,,1,,1.4,-42.7,4.962,5228.1
29,,,,,,,,3,,-1.8,-46.2,1.291,5099.1
33,,,,,,,,2,,1.1,-36.4,4.857,5191.0
32,,,,,,,,1,,-3.4,-26.9,0.728,5017.5
55,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
36,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
39,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
35,,,,,,,,4,,1.4,-42.7,4.961,5228.1
33,,,,,,,,1,,1.1,-36.4,4.864,5191.0
48,,,,,,,,3,,-0.1,-42.0,4.12,5195.8
29,,,,,,,,3,,1.4,-41.8,4.961,5228.1
29,,,,,,,,1,,-1.8,-46.2,1.291,5099.1
55,,,,,,,,1,,-2.9,-40.8,1.266,5076.2
26,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
41,,,,,,,,1,,-1.8,-47.1,1.435,5099.1
25,,,,,,,,2,,1.4,-41.8,4.864,5228.1
45,,,,,,,,2,,1.1,-36.4,4.857,5191.0
37,,,,,,,,3,,1.4,-42.7,4.962,5228.1
46,,,,,,,,1,,-1.8,-47.1,1.423,5099.1
55,,,,,,,,2,,1.1,-36.4,4.856,5191.0
42,,,,,,,,3,,1.4,-42.7,4.96,5228.1
58,,,,,,,,1,,-2.9,-33.6,1.072,5076.2
30,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
29,,,,,,,,1,,1.4,-42.7,4.96,5228.1
81,,,,,,,,3,,-3.0,-33.0,0.714,5023.5
34,,,,,,,,8,,1.4,-41.8,4.958,5228.1
34,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
60,,,,,,,,7,,1.4,-42.7,4.96,5228.1
31,,,,,,,,1,,1.4,-42.7,4.957,5228.1
62,,,,,,,,1,,-1.8,-47.1,1.392,5099.1
47,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
30,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
23,,,,,,,,11,,-1.8,-46.2,1.266,5099.1
39,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
28,,,,,,,,2,,1.4,-42.7,4.966,5228.1
23,,,,,,,,4,,-1.7,-40.3,0.846,4991.6
44,,,,,,,,4,,-1.8,-46.2,1.344,5099.1
24,,,,,,,,3,,1.4,-42.7,4.96,5228.1
46,,,,,,,,6,,1.4,-41.8,4.866,5228.1
37,,,,,,,,1,,-1.1,-37.5,0.886,4963.6
45,,,,,,,,1,,1.1,-36.4,4.857,5191.0
35,,,,,,,,1,,1.4,-42.7,4.963,5228.1
37,,,,,,,,2,,1.4,-42.7,4.961,5228.1
54,,,,,,,,8,,1.4,-41.8,4.865,5228.1
36,,,,,,,,1,,1.4,-41.8,4.961,5228.1
34,,,,,,,,4,,-0.1,-42.0,4.076,5195.8
47,,,,,,,,1,,-1.7,-39.8,0.702,4991.6
28,,,,,,,,2,,1.4,-41.8,4.96,5228.1
35,,,,,,,,3,,-0.1,-42.0,4.021,5195.8
39,,,,,,,,2,,-1.8,-46.2,1.354,5099.1
52,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
41,,,,,,,,1,,1.4,-42.7,4.955,5228.1
32,,,,,,,,1,,-1.8,-46.2,1.291,5099.1
51,,,,,,,,2,,1.4,-42.7,4.968,5228.1
41,,,,,,,,1,,1.1,-36.4,4.857,5191.0
49,,,,,,,,2,,1.4,-36.1,4.963,5228.1
68,,,,,,,,3,,-1.7,-39.8,0.754,4991.6
37,,,,,,,,6,,1.4,-42.7,4.958,5228.1
36,,,,,,,,2,,1.1,-36.4,4.859,5191.0
55,,,,,,,,2,,1.4,-36.1,4.965,5228.1
24,,,,,,,,2,,1.4,-41.8,4.961,5228.1
44,,,,,,,,3,,-1.8,-47.1,1.41,5099.1
51,,,,,,,,4,,1.1,-36.4,4.857,5191.0
39,,,,,,,,1,,-1.7,-40.3,0.81,4991.6
29,,,,,,,,6,,1.4,-41.8,4.959,5228.1
47,,,,,,,,2,,1.1,-36.4,4.859,5191.0
30,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
28,,,,,,,,5,,1.1,-36.4,4.857,5191.0
59,,,,,,,,1,,1.4,-36.1,4.964,5228.1
40,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
30,,,,,,,,5,,-1.8,-46.2,1.299,5099.1
37,,,,,,,,1,,-1.8,-46.2,1.334,5099.1
55,,,,,,,,3,,1.4,-42.7,4.962,5228.1
36,,,,,,,,1,,-3.4,-26.9,0.742,5017.5
37,,,,,,,,1,,-1.1,-49.5,0.987,4963.6
41,,,,,,,,3,,1.4,-42.7,4.959,5228.1
38,,,,,,,,1,,1.4,-41.8,4.865,5228.1
45,,,,,,,,1,,1.4,-36.1,4.968,5228.1
59,,,,,,,,3,,1.4,-42.7,4.962,5228.1
48,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
30,,,,,,,,2,,1.4,-42.7,4.963,5228.1
32,,,,,,,,3,,-2.9,-33.6,1.029,5076.2
31,,,,,,,,3,,1.4,-41.8,4.959,5228.1
25,,,,,,,,1,,-2.9,-31.4,0.825,5076.2
43,,,,,,,,1,,-3.4,-30.1,0.715,5017.5
